Input	Input Type	MGI Gene/Marker ID	Symbol	Name	Feature Type
ENSMUSG00000085240	Ensembl Gene Model	MGI:3652283	Gm12119	predicted gene 12119	antisense lncRNA gene
ENSMUSG00000087328	Ensembl Gene Model	MGI:3651991	Gm12120	predicted gene 12120	antisense lncRNA gene
ENSMUSG00000085684	Ensembl Gene Model	MGI:1924124	4930469K13Rik	RIKEN cDNA 4930469K13 gene	unclassified non-coding RNA gene
ENSMUSG00000086243	Ensembl Gene Model	MGI:3651988	Gm12121	predicted gene 12121	lincRNA gene
ENSMUSG00000047861	Ensembl Gene Model	MGI:1096329	Foxi1	forkhead box I1	protein coding gene
ENSMUSG00000087122	Ensembl Gene Model	MGI:2441677	4930403D09Rik	RIKEN cDNA 4930403D09 gene	antisense lncRNA gene
ENSMUSG00000069911	Ensembl Gene Model	MGI:3643491	Fam196b	family with sequence similarity 196, member B	protein coding gene
ENSMUSG00000077543	Ensembl Gene Model	MGI:5451799	Gm22022	predicted gene, 22022	snoRNA gene
ENSMUSG00000085090	Ensembl Gene Model	MGI:3649928	Gm12711	predicted gene 12711	lincRNA gene
ENSMUSG00000065583	Ensembl Gene Model	MGI:3618752	Mir218-2	microRNA 218-2	miRNA gene
ENSMUSG00000065553	Ensembl Gene Model	MGI:3619058	Mir103-1	microRNA 103-1	miRNA gene
ENSMUSG00000081571	Ensembl Gene Model	MGI:3652212	Gm12125	predicted gene 12125	pseudogene
ENSMUSG00000087245	Ensembl Gene Model	MGI:3652211	Gm12126	predicted gene 12126	antisense lncRNA gene
ENSMUSG00000086375	Ensembl Gene Model	MGI:3652208	Gm12127	predicted gene 12127	antisense lncRNA gene
ENSMUSG00000087388	Ensembl Gene Model	MGI:3651507	Gm12128	predicted gene 12128	lincRNA gene
ENSMUSG00000093184	Ensembl Gene Model	MGI:5455470	Gm25693	predicted gene, 25693	miRNA gene
ENSMUSG00000087296	Ensembl Gene Model	MGI:3651512	Gm12130	predicted gene 12130	lincRNA gene
ENSMUSG00000083806	Ensembl Gene Model	MGI:3651513	Gm12131	predicted gene 12131	pseudogene
ENSMUSG00000088603	Ensembl Gene Model	MGI:5453969	Gm24192	predicted gene, 24192	snRNA gene
ENSMUSG00000085301	Ensembl Gene Model	MGI:3651510	Gm12132	predicted gene 12132	lincRNA gene
ENSMUSG00000080749	Ensembl Gene Model	MGI:3651515	Gm12134	predicted gene 12134	pseudogene
ENSMUSG00000085588	Ensembl Gene Model	MGI:1925593	3110004A20Rik	RIKEN cDNA 3110004A20 gene	lincRNA gene
ENSMUSG00000081097	Ensembl Gene Model	MGI:3652054	Gm12135	predicted gene 12135	pseudogene
ENSMUSG00000065916	Ensembl Gene Model	MGI:5454223	Gm24446	predicted gene, 24446	snRNA gene
ENSMUSG00000087306	Ensembl Gene Model	MGI:2445050	A230004M16Rik	RIKEN cDNA A230004M16 gene	unclassified non-coding RNA gene
ENSMUSG00000084293	Ensembl Gene Model	MGI:3652297	Gm12143	predicted gene 12143	pseudogene
ENSMUSG00000020428	Ensembl Gene Model	MGI:95618	Gabra6	gamma-aminobutyric acid (GABA) A receptor, subunit alpha 6	protein coding gene
ENSMUSG00000007653	Ensembl Gene Model	MGI:95620	Gabrb2	gamma-aminobutyric acid (GABA) A receptor, subunit beta 2	protein coding gene
ENSMUSG00000084627	Ensembl Gene Model	MGI:5455320	Gm25543	predicted gene, 25543	unclassified non-coding RNA gene
ENSMUSG00000055456	old symbol	MGI:3642779	Gm9972	predicted gene 9972	protein coding gene
ENSMUSG00000055456	Ensembl Gene Model	MGI:3642779	Gm9972	predicted gene 9972	protein coding gene
ENSMUSG00000085951	Ensembl Gene Model	MGI:3649686	Gm12145	predicted gene 12145	lincRNA gene
ENSMUSG00000085533	Ensembl Gene Model	MGI:3649687	Gm12146	predicted gene 12146	antisense lncRNA gene
ENSMUSG00000086170	Ensembl Gene Model	MGI:3649685	Gm12144	predicted gene 12144	antisense lncRNA gene
ENSMUSG00000086791	Ensembl Gene Model	MGI:3649954	Gm12147	predicted gene 12147	antisense lncRNA gene
ENSMUSG00000065601	Ensembl Gene Model	MGI:2676831	Mir146	microRNA 146	miRNA gene
ENSMUSG00000084889	Ensembl Gene Model	MGI:3649953	Gm12148	predicted gene 12148	lincRNA gene
ENSMUSG00000085239	Ensembl Gene Model	MGI:3650526	Gm12150	predicted gene 12150	antisense lncRNA gene
ENSMUSG00000087172	Ensembl Gene Model	MGI:3649294	Gm12153	predicted gene 12153	lincRNA gene
ENSMUSG00000086738	Ensembl Gene Model	MGI:3649295	Gm12154	predicted gene 12154	lincRNA gene
ENSMUSG00000004296	Ensembl Gene Model	MGI:96540	Il12b	interleukin 12b	protein coding gene
ENSMUSG00000092889	Ensembl Gene Model	MGI:5451898	Gm22121	predicted gene, 22121	miRNA gene
ENSMUSG00000082750	Ensembl Gene Model	MGI:3649752	Gm12156	predicted gene 12156	pseudogene
ENSMUSG00000085784	Ensembl Gene Model	MGI:3649487	Gm12158	predicted gene 12158	antisense lncRNA gene
ENSMUSG00000084773	Ensembl Gene Model	MGI:3649482	Gm12159	predicted gene 12159	lincRNA gene
ENSMUSG00000087089	Ensembl Gene Model	MGI:3649485	Gm12160	predicted gene 12160	lincRNA gene
ENSMUSG00000085476	Ensembl Gene Model	MGI:3649481	Gm12162	predicted gene 12162	lincRNA gene
ENSMUSG00000077320	Ensembl Gene Model	MGI:5452061	Gm22284	predicted gene, 22284	snoRNA gene
ENSMUSG00000086686	Ensembl Gene Model	MGI:3665471	F630206G17Rik	RIKEN cDNA F630206G17 gene	unclassified non-coding RNA gene
ENSMUSG00000040489	Ensembl Gene Model	MGI:1341157	Sox30	SRY (sex determining region Y)-box 30	protein coding gene
ENSMUSG00000098942	Ensembl Gene Model	MGI:5531020	Mir8100	microRNA 8100	miRNA gene
ENSMUSG00000099331	Ensembl Gene Model	MGI:5530886	Mir7239	microRNA 7239	miRNA gene
ENSMUSG00000048721	Ensembl Gene Model	MGI:2443410	Fndc9	fibronectin type III domain containing 9	protein coding gene
ENSMUSG00000020395	Ensembl Gene Model	MGI:96621	Itk	IL2 inducible T cell kinase	protein coding gene
ENSMUSG00000085853	Ensembl Gene Model	MGI:3650837	Gm12167	predicted gene 12167	antisense lncRNA gene
ENSMUSG00000020401	Ensembl Gene Model	MGI:3650836	Fam71b	family with sequence similarity 71, member B	protein coding gene
ENSMUSG00000081713	Ensembl Gene Model	MGI:3650843	Gm12170	predicted gene 12170	pseudogene
ENSMUSG00000086981	Ensembl Gene Model	MGI:3649516	Gm12171	predicted gene 12171	lincRNA gene
ENSMUSG00000064010	Ensembl Gene Model	MGI:2157522	Dppa1	developmental pluripotency associated 1	protein coding gene
ENSMUSG00000080970	Ensembl Gene Model	MGI:3711949	Gm12173	predicted gene 12173	pseudogene
ENSMUSG00000040413	Ensembl Gene Model	MGI:2159681	Timd2	T cell immunoglobulin and mucin domain containing 2	protein coding gene
ENSMUSG00000082818	Ensembl Gene Model	MGI:3651718	Gm12175	predicted gene 12175	pseudogene
ENSMUSG00000065804	Ensembl Gene Model	MGI:5452816	Gm23039	predicted gene, 23039	snRNA gene
ENSMUSG00000083954	Ensembl Gene Model	MGI:3651494	Gm12179	predicted gene 12179	pseudogene
ENSMUSG00000088425	Ensembl Gene Model	MGI:5454199	Gm24422	predicted gene, 24422	snoRNA gene
ENSMUSG00000064500	Ensembl Gene Model	MGI:5455073	Gm25296	predicted gene, 25296	snoRNA gene
ENSMUSG00000064725	Ensembl Gene Model	MGI:3819568	Snord96a	small nucleolar RNA, C/D box 96A	snoRNA gene
ENSMUSG00000064780	Ensembl Gene Model	MGI:3819567	Snord95	small nucleolar RNA, C/D box 95	snoRNA gene
ENSMUSG00000058163	Ensembl Gene Model	MGI:3645205	Gm5431	predicted gene 5431	protein coding gene
ENSMUSG00000048852	Ensembl Gene Model	MGI:3652173	Gm12185	predicted gene 12185	protein coding gene
ENSMUSG00000069893	Ensembl Gene Model	MGI:3041173	9930111J21Rik1	RIKEN cDNA 9930111J21 gene 1	protein coding gene
ENSMUSG00000040328	Ensembl Gene Model	MGI:1333785	Olfr56	olfactory receptor 56	protein coding gene
ENSMUSG00000083178	Ensembl Gene Model	MGI:3651944	Gm12187	predicted gene 12187	pseudogene
ENSMUSG00000078920	Ensembl Gene Model	MGI:99448	Ifi47	interferon gamma inducible protein 47	protein coding gene
ENSMUSG00000047511	Ensembl Gene Model	MGI:3031230	Olfr1396	olfactory receptor 1396	protein coding gene
ENSMUSG00000050763	Ensembl Gene Model	MGI:3031229	Olfr1395	olfactory receptor 1395	protein coding gene
ENSMUSG00000048378	Ensembl Gene Model	MGI:3031228	Olfr1394	olfactory receptor 1394	protein coding gene
ENSMUSG00000059864	Ensembl Gene Model	MGI:3031227	Olfr1393	olfactory receptor 1393	protein coding gene
ENSMUSG00000045421	Ensembl Gene Model	MGI:3031224	Olfr1390	olfactory receptor 1390	protein coding gene
ENSMUSG00000047702	Ensembl Gene Model	MGI:3031222	Olfr1388	olfactory receptor 1388	protein coding gene
ENSMUSG00000063386	Ensembl Gene Model	MGI:3031221	Olfr1387	olfactory receptor 1387	protein coding gene
ENSMUSG00000059729	Ensembl Gene Model	MGI:3031219	Olfr1385	olfactory receptor 1385	protein coding gene
ENSMUSG00000044170	Ensembl Gene Model	MGI:3031218	Olfr1384	olfactory receptor 1384	protein coding gene
ENSMUSG00000063827	Ensembl Gene Model	MGI:3031216	Olfr1382	olfactory receptor 1382	protein coding gene
ENSMUSG00000095187	Ensembl Gene Model	MGI:3031215	Olfr1381	olfactory receptor 1381	protein coding gene
ENSMUSG00000092894	Ensembl Gene Model	MGI:5453590	Gm23813	predicted gene, 23813	miRNA gene
ENSMUSG00000065417	Ensembl Gene Model	MGI:3619355	Mir340	microRNA 340	miRNA gene
ENSMUSG00000098474	Ensembl Gene Model	MGI:5531271	Mir6919	microRNA 6919	miRNA gene
ENSMUSG00000050087	Ensembl Gene Model	MGI:1923903	Cby3	chibby family member 3	protein coding gene
ENSMUSG00000076450	Ensembl Gene Model	MGI:3709842	Mir804	microRNA 804	miRNA gene
ENSMUSG00000089366	Ensembl Gene Model	MGI:5453601	Gm23824	predicted gene, 23824	unclassified non-coding RNA gene
ENSMUSG00000085564	Ensembl Gene Model	MGI:3650407	Gm12198	predicted gene 12198	unclassified non-coding RNA gene
ENSMUSG00000087080	Ensembl Gene Model	MGI:3650414	Gm12199	predicted gene 12199	antisense lncRNA gene
ENSMUSG00000085902	Ensembl Gene Model	MGI:3650413	Gm12200	predicted gene 12200	antisense lncRNA gene
ENSMUSG00000088205	Ensembl Gene Model	MGI:5453169	Gm23392	predicted gene, 23392	rRNA gene
ENSMUSG00000044296	Ensembl Gene Model	MGI:3053099	Zfp879	zinc finger protein 879	protein coding gene
ENSMUSG00000072983	Ensembl Gene Model	MGI:1918374	4933414I15Rik	RIKEN cDNA 4933414I15 gene	protein coding gene
ENSMUSG00000044542	Ensembl Gene Model	MGI:109330	Prop1	paired like homeodomain factor 1	protein coding gene
ENSMUSG00000083542	Ensembl Gene Model	MGI:3031213	Olfr1379-ps1	olfactory receptor 1379, pseudogene 1	pseudogene
ENSMUSG00000050343	Ensembl Gene Model	MGI:3031212	Olfr1378	olfactory receptor 1378	protein coding gene
ENSMUSG00000082074	Ensembl Gene Model	MGI:3650842	Gm12661	predicted gene 12661	pseudogene
ENSMUSG00000061952	Ensembl Gene Model	MGI:3031211	Olfr1377	olfactory receptor 1377	protein coding gene
ENSMUSG00000083825	Ensembl Gene Model	MGI:3031210	Olfr1376-ps1	olfactory receptor 1376, pseudogene 1	pseudogene
ENSMUSG00000060918	Ensembl Gene Model	MGI:1333747	Olfr51	olfactory receptor 51	protein coding gene
ENSMUSG00000059397	Ensembl Gene Model	MGI:1333750	Olfr54	olfactory receptor 54	protein coding gene
ENSMUSG00000057890	Ensembl Gene Model	MGI:3031209	Olfr1375	olfactory receptor 1375	protein coding gene
ENSMUSG00000072982	Ensembl Gene Model	MGI:3588229	9230009I02Rik	RIKEN cDNA 9230009I02 gene	lincRNA gene
ENSMUSG00000080918	Ensembl Gene Model	MGI:3650184	Gm12202	predicted gene 12202	pseudogene
ENSMUSG00000083312	Ensembl Gene Model	MGI:3031208	Olfr1374-ps1	olfactory receptor 1374, pseudogene 1	pseudogene
ENSMUSG00000063564	Ensembl Gene Model	MGI:2653243	Col23a1	collagen, type XXIII, alpha 1	protein coding gene
ENSMUSG00000093325	Ensembl Gene Model	MGI:5455838	Gm26061	predicted gene, 26061	snRNA gene
ENSMUSG00000086493	Ensembl Gene Model	MGI:3650262	Gm12204	predicted gene 12204	antisense lncRNA gene
ENSMUSG00000092870	Ensembl Gene Model	MGI:4834233	Mir3061	microRNA 3061	miRNA gene
ENSMUSG00000062204	Ensembl Gene Model	MGI:3031207	Olfr1373	olfactory receptor 1373	protein coding gene
ENSMUSG00000083175	Ensembl Gene Model	MGI:3650472	Gm12206	predicted gene 12206	pseudogene
ENSMUSG00000060170	Ensembl Gene Model	MGI:3031205	Olfr1371	olfactory receptor 1371	protein coding gene
ENSMUSG00000086395	Ensembl Gene Model	MGI:3026989	A630014C17Rik	RIKEN cDNA A630014C17 gene	antisense lncRNA gene
ENSMUSG00000087668	Ensembl Gene Model	MGI:3649729	Gm11186	predicted gene 11186	antisense lncRNA gene
ENSMUSG00000036216	Ensembl Gene Model	MGI:2672795	Leap2	liver-expressed antimicrobial peptide 2	protein coding gene
ENSMUSG00000085707	Ensembl Gene Model	MGI:3652263	Gm12212	predicted gene 12212	antisense lncRNA gene
ENSMUSG00000049427	old symbol	MGI:3642517	Gm9837	predicted gene 9837	protein coding gene
ENSMUSG00000049427	Ensembl Gene Model	MGI:3642517	Gm9837	predicted gene 9837	protein coding gene
ENSMUSG00000000869	Ensembl Gene Model	MGI:96556	Il4	interleukin 4	protein coding gene
ENSMUSG00000020383	Ensembl Gene Model	MGI:96541	Il13	interleukin 13	protein coding gene
ENSMUSG00000084419	Ensembl Gene Model	MGI:5452052	Gm22275	predicted gene, 22275	unclassified non-coding RNA gene
ENSMUSG00000036117	Ensembl Gene Model	MGI:96557	Il5	interleukin 5	protein coding gene
ENSMUSG00000086595	Ensembl Gene Model	MGI:3652265	Gm12214	predicted gene 12214	antisense lncRNA gene
ENSMUSG00000099153	Ensembl Gene Model	MGI:5531184	Mir7671	microRNA 7671	miRNA gene
ENSMUSG00000091191	Ensembl Gene Model	MGI:4936968	Gm17334	predicted gene, 17334	protein coding gene
ENSMUSG00000081098	Ensembl Gene Model	MGI:3649331	Gm12220	predicted gene 12220	pseudogene
ENSMUSG00000086209	Ensembl Gene Model	MGI:1918306	4933405E24Rik	RIKEN cDNA 4933405E24 gene	lincRNA gene
ENSMUSG00000018916	Ensembl Gene Model	MGI:1339752	Csf2	colony stimulating factor 2 (granulocyte-macrophage)	protein coding gene
ENSMUSG00000085585	Ensembl Gene Model	MGI:3649594	Gm12223	predicted gene 12223	antisense lncRNA gene
ENSMUSG00000018914	Ensembl Gene Model	MGI:96552	Il3	interleukin 3	protein coding gene
ENSMUSG00000085888	Ensembl Gene Model	MGI:3651369	Gm12224	predicted gene 12224	antisense lncRNA gene
ENSMUSG00000020332	Ensembl Gene Model	MGI:1922097	Meikin	meiotic kinetochore factor	protein coding gene
ENSMUSG00000088437	Ensembl Gene Model	MGI:5453975	Gm24198	predicted gene, 24198	snRNA gene
ENSMUSG00000093341	Ensembl Gene Model	MGI:5455893	Gm26116	predicted gene, 26116	miRNA gene
ENSMUSG00000086039	Ensembl Gene Model	MGI:3649740	Gm12227	predicted gene 12227	antisense lncRNA gene
ENSMUSG00000086789	Ensembl Gene Model	MGI:3651880	Lyrm7os	LYR motif containing 7, opposite strand	antisense lncRNA gene
ENSMUSG00000084980	Ensembl Gene Model	MGI:1921295	Slc36a1os	solute carrier family 36 (proton/amino acid symporter), member 1, opposite strand	antisense lncRNA gene
ENSMUSG00000087342	Ensembl Gene Model	MGI:3651550	Gm12238	predicted gene 12238	intronic lncRNA gene
ENSMUSG00000098906	Ensembl Gene Model	MGI:5531314	Mir7652	microRNA 7652	miRNA gene
ENSMUSG00000086460	Ensembl Gene Model	MGI:3651548	Gm12236	predicted gene 12236	antisense lncRNA gene
ENSMUSG00000083363	Ensembl Gene Model	MGI:3651551	Gm12237	predicted gene 12237	pseudogene
ENSMUSG00000086020	Ensembl Gene Model	MGI:3651547	Gm12239	predicted gene 12239	antisense lncRNA gene
ENSMUSG00000065635	Ensembl Gene Model	MGI:5454030	Gm24253	predicted gene, 24253	snoRNA gene
ENSMUSG00000088228	Ensembl Gene Model	MGI:5452380	Gm22603	predicted gene, 22603	snoRNA gene
ENSMUSG00000020524	Ensembl Gene Model	MGI:95808	Gria1	glutamate receptor, ionotropic, AMPA1 (alpha 1)	protein coding gene
ENSMUSG00000085719	Ensembl Gene Model	MGI:1926012	4933424L21Rik	RIKEN cDNA 4933424L21 gene	antisense lncRNA gene
ENSMUSG00000086933	Ensembl Gene Model	MGI:1918404	4933426K07Rik	RIKEN cDNA 4933426K07 gene	antisense lncRNA gene
ENSMUSG00000077155	Ensembl Gene Model	MGI:5454359	Gm24582	predicted gene, 24582	snRNA gene
ENSMUSG00000089280	Ensembl Gene Model	MGI:5455802	Gm26025	predicted gene, 26025	unclassified non-coding RNA gene
ENSMUSG00000087629	Ensembl Gene Model	MGI:3651154	Gm12246	predicted gene 12246	antisense lncRNA gene
ENSMUSG00000069873	Ensembl Gene Model	MGI:1921238	4930438A08Rik	RIKEN cDNA 4930438A08 gene	protein coding gene
ENSMUSG00000013643	Ensembl Gene Model	MGI:1917413	Lypd8	LY6/PLAUR domain containing 8	protein coding gene
ENSMUSG00000013653	Ensembl Gene Model	MGI:1917114	1810065E05Rik	RIKEN cDNA 1810065E05 gene	protein coding gene
ENSMUSG00000058287	Ensembl Gene Model	MGI:3651568	Gm12253	predicted gene 12253	protein coding gene
ENSMUSG00000043314	Ensembl Gene Model	MGI:109305	Olfr30	olfactory receptor 30	protein coding gene
ENSMUSG00000081287	Ensembl Gene Model	MGI:3030167	Olfr333-ps1	olfactory receptor 333, pseudogene 1	pseudogene
ENSMUSG00000050813	Ensembl Gene Model	MGI:3030166	Olfr332	olfactory receptor 332	protein coding gene
ENSMUSG00000058807	Ensembl Gene Model	MGI:3030165	Olfr331	olfactory receptor 331	protein coding gene
ENSMUSG00000050818	Ensembl Gene Model	MGI:3030164	Olfr330	olfactory receptor 330	protein coding gene
ENSMUSG00000064252	Ensembl Gene Model	MGI:3030163	Olfr329-ps	olfactory receptor 329, pseudogene	protein coding gene
ENSMUSG00000057654	Ensembl Gene Model	MGI:3030162	Olfr328	olfactory receptor 328	protein coding gene
ENSMUSG00000059279	Ensembl Gene Model	MGI:3030058	Olfr224	olfactory receptor 224	protein coding gene
ENSMUSG00000060765	Ensembl Gene Model	MGI:3030159	Olfr325	olfactory receptor 325	protein coding gene
ENSMUSG00000056564	Ensembl Gene Model	MGI:3030158	Olfr324	olfactory receptor 324	protein coding gene
ENSMUSG00000037145	Ensembl Gene Model	MGI:1925604	2210407C18Rik	RIKEN cDNA 2210407C18 gene	protein coding gene
ENSMUSG00000043880	Ensembl Gene Model	MGI:3030157	Olfr323	olfactory receptor 323	protein coding gene
ENSMUSG00000037124	Ensembl Gene Model	MGI:2684862	Trim58	tripartite motif-containing 58	protein coding gene
ENSMUSG00000088222	Ensembl Gene Model	MGI:5452376	Gm22599	predicted gene, 22599	snoRNA gene
ENSMUSG00000063549	Ensembl Gene Model	MGI:3030156	Olfr322	olfactory receptor 322	protein coding gene
ENSMUSG00000064044	Ensembl Gene Model	MGI:3030153	Olfr319	olfactory receptor 319	protein coding gene
ENSMUSG00000060030	Ensembl Gene Model	MGI:3030151	Olfr317	olfactory receptor 317	protein coding gene
ENSMUSG00000056959	Ensembl Gene Model	MGI:3030149	Olfr315	olfactory receptor 315	protein coding gene
ENSMUSG00000059504	Ensembl Gene Model	MGI:3030148	Olfr314	olfactory receptor 314	protein coding gene
ENSMUSG00000070438	Ensembl Gene Model	MGI:3030147	Olfr313	olfactory receptor 313	protein coding gene
ENSMUSG00000096806	Ensembl Gene Model	MGI:3030146	Olfr312	olfactory receptor 312	protein coding gene
ENSMUSG00000094805	Ensembl Gene Model	MGI:3030145	Olfr311	olfactory receptor 311	protein coding gene
ENSMUSG00000085744	Ensembl Gene Model	MGI:3649826	Gm12259	predicted gene 12259	lincRNA gene
ENSMUSG00000087654	Ensembl Gene Model	MGI:3649604	Gm12256	predicted gene 12256	antisense lncRNA gene
ENSMUSG00000086063	Ensembl Gene Model	MGI:3651532	Gm12257	predicted gene 12257	antisense lncRNA gene
ENSMUSG00000072902	old symbol	MGI:3642820	Gm10435	predicted gene 10435	antisense lncRNA gene
ENSMUSG00000072902	Ensembl Gene Model	MGI:3642820	Gm10435	predicted gene 10435	antisense lncRNA gene
ENSMUSG00000009900	Ensembl Gene Model	MGI:98956	Wnt3a	wingless-type MMTV integration site family, member 3A	protein coding gene
ENSMUSG00000093572	Ensembl Gene Model	MGI:5454533	Gm24756	predicted gene, 24756	miRNA gene
ENSMUSG00000086910	Ensembl Gene Model	MGI:3783198	Gm15755	predicted gene 15755	antisense lncRNA gene
ENSMUSG00000083234	Ensembl Gene Model	MGI:3650918	Gm12262	predicted gene 12262	pseudogene
ENSMUSG00000059610	Ensembl Gene Model	MGI:3030056	Olfr222	olfactory receptor 222	protein coding gene
ENSMUSG00000048919	Ensembl Gene Model	MGI:3030057	Olfr223	olfactory receptor 223	protein coding gene
ENSMUSG00000044061	Ensembl Gene Model	MGI:3030059	Olfr225	olfactory receptor 225	polymorphic pseudogene
ENSMUSG00000088950	Ensembl Gene Model	MGI:5454716	Gm24939	predicted gene, 24939	rRNA gene
ENSMUSG00000084766	Ensembl Gene Model	MGI:3651102	Gm12714	predicted gene 12714	lincRNA gene
ENSMUSG00000098502	Ensembl Gene Model	MGI:5530893	Gm27511	predicted gene, 27511	unclassified non-coding RNA gene
ENSMUSG00000098547	Ensembl Gene Model	MGI:5530734	Mir6921	microRNA 6921	miRNA gene
ENSMUSG00000099259	Ensembl Gene Model	MGI:5530651	Mir6922	microRNA 6922	miRNA gene
ENSMUSG00000085132	Ensembl Gene Model	MGI:3651913	Gm12265	predicted gene 12265	antisense lncRNA gene
ENSMUSG00000098349	Ensembl Gene Model	MGI:5531093	Gm27711	predicted gene, 27711	miRNA gene
ENSMUSG00000097913	Ensembl Gene Model	MGI:5477331	Gm26837	predicted gene, 26837	lincRNA gene
ENSMUSG00000093924	Ensembl Gene Model	MGI:3650566	Gm12623	predicted gene 12623	pseudogene
ENSMUSG00000096363	Ensembl Gene Model	MGI:3649876	Gm12621	predicted gene 12621	pseudogene
ENSMUSG00000095680	Ensembl Gene Model	MGI:3650562	Gm12627	predicted gene 12627	pseudogene
ENSMUSG00000095291	Ensembl Gene Model	MGI:3649884	Gm12613	predicted gene 12613	pseudogene
